text,label,topic
"Tu pourras faire de nouvelles cultures sur ton exploitation comme le miscanthus qui peut être utilisé soit pour le paillage de tes vaches (pas d'engrais a mettre si récolté sec et sans les feuilles) soit pour la méthanisation (coût implantation 3000€/ha environ et peut être cultivé pendant 20 ans sans problème) ou cultiver de la silphie qui peut être utilisé pour faire de l'ensilage des vaches ou pour la méthanisation (coût 1500 - 1800€ /ha culture qui durera 15 ans) ces deux cultures ne craignent pas les dégâts de gibiers et peuvent être ensilé 2 fois dans l'année (en vert) Sinon super projet visiblement le premier point est atteint, le plus important c'est que sa te plaît",0,nothing
Coucou Maud ! Merci pour cette vidéo. 👍👋,0,nothing
"Magnifique cette vidéo, merci Brian. On comprend mieux pourquoi, c'est aussi cher, sacré travail. Merci pour votre travail et pour vos bons produits. Super la musique 👏👏 bonne fêtes de fin d'année 😘🦋🎶",0,nothing
"Merci pour la video, porte greffe sativa c'est bien ?",0,nothing
"Tout est pénible dans cette vidéo, comme d'habitude. Excès d'apport de matière organique (qui vient d'où ? voilà !), culture de carottes en mini mottes, je rêve ! Ca n'a strictement rien à voir au maraîchage. Plastique omniprésent, et apparemment indispensable en ""MSV"". Oignons bulbilles, on est en 21ième siècle ! Je comprends bien l'enthousiasme des personnes non-initiés à l'agronomie, les images respirent le retour à la nature, mélangés avec des notions pseudo-scientifiques (le sujet abordé par François Mullet au sujet de l'entropie est intéressant est très autodestructeur), mais le résultat de ce genre de pratiques est très nuisible à l'environnement. Bilan de carbone calamiteux, appauvrissement en matière organique des sols (!) environnants (msv aime bien l'importation du foin, de la paille et autres produits ""déchets"" agricoles), accumulation de métaux lourds (tontes). La ""magie"" d'une agriculture qui tend vers le durable est de produire beaucoup avec peu, l'utilité du msv est de montrer comment il ne faut pas faire. Je soupçonne François de bien se rendre compte de ses erreurs cognitives, ce n'est apparemment pas évident de faire demi-tour d'un hype qui suscite un tel engouement.",1,P6
maintenant ils en vendent en magasin bio!!,0,nothing
"C'était la maxime d'un de mes patrons. Il était maçon 😊 Ne perds pas ton temps à expliquer et te justifier auprès de gens qui ont déjà oublié la remarque qu'ils ont faite ! Ton énergie, garde là pour les enfants et tes jardins 😊 Laisse pisser les haineux !! 😂",0,nothing
Bonjour Passer sur la 2 mais si il avait pu eviter de dire que vs etes de la fnsea ça aurait eté mieux .J espere que ce sera difficile à l assumer à l avenir ! Oui ce syndicat complice du pouvoir est je sais un passage quasi obligé pour s installer sans trop d embuche . Bref j espere que les paysans ont vu cette connivence fnsea ja avec le gouvernement ! Vu l etat du monde agricole on ne peut pas dire que fnsea defendent ses paysans et ce depuis des decennies! Tres Bonne continuation Pour mediter avec le president et le tresorier entre autre de la fnsea: https://www.youtube.com/watch?v=iBceTqZjYTc,1,nothing
"Le peureux, le fouteur de peurs. Dans 10 ans il sera toujours au même stade, vas-y te cacher tout en haut dans la montagne, juste au-dessous d'Arolla",1,nothing
Bonsoir Merci pour cette vidéo ainsi que pour toutes celles de 2020 Bonnes fêtes de fin d’année à vous et vos proches,0,nothing
"Super intéressante cette vidéo Maud,ton papa doit être perfectionniste non?🤔 Les sangliers peuvent éventuellement faire des sacrés dégâts 😲 On a eu un orage ce matin,10 mmde pluie c'est toujours ça ! Pépé JP de ch'nord 😉",0,P2
"C'est génial, je dois préparer des nouvelles planches ....",0,nothing
encore une super vidéo peut on acheter des graines en ce moment sur votre site!?,0,nothing
Meilleurs vœux à vous aussi Très beau paysage Vous êtes dans quelle région ?,0,nothing
"Magnifique vidéo, dommage il manque les gammes plagron, biobizz ect (en light pour les semis) votre tests aurait été encore plus qualitatif :)",0,nothing
"Fumier de poule ou de lapin, la clé c'est de le ""couper"" avec beaucoup de paillis comme tu fais. C'est tellement riche, que si les gens l'utilisent ""à l'ancienne"" à savoir répandu frais (avec peu de litière) sur un sol nu, ça nitrifie et ça ne fait rien de bon (ça oxyde le sol et donc l'appauvrit). Pour le potassium y en a nullement besoin dans les fumiers, tellement y en a de base dans nos sols, tous nos sols (y a aucun sol pauvre en potasse, faut juste qu'il soit vivant et donc disponible pour les plantes).",1,P6
Je suis parti de semi. Mais je les garde en grands pots. A voir ce que ça donne.,0,nothing
Mais si on doit revendre c'est une galère ?,0,nothing
bonjour Olivier le code promo n'est pas valable sur le site la bonne graine ! :(,0,nothing
"Salut Damien! Très bonne idée une vidéo sur les bambous ! Une idée de bambou pour région tempérée , comestible et qui pousserait en pot?",0,nothing
"Oui, oui Maud, ce mini potager est très intéressant, pour ma part je me sens concernée également. Tu as raison, on ne se rend pas compte de ce qu'on peut en tirer, et je suis curieuse de voir. Merci 😉",0,nothing
"Salut super tracteur , fendt est incontestablement la meilleur référence en matière de tracteur avec un service après vente très compétitif....",0,nothing
"Youpi, youpi Damien! Trop contente. Un grand merci pour ce petit tour de jardin. J’espère que vous passez un bel été ta famille et toi. PS : pourras tu s’il te plaît nous faire un petit retour sur ta gestion de l’arrosage à la rentrée? Tes sources? La source qui alimente la mare? L’arrosage du potager? Merci d’avance. 🌸❤️ PS2 : quelle est la variété du Prunier qui donne de très gros fruits s’il te plaît ? Re-merci",0,P3
"Merci Olivier ! Bon début de saison !❤ Ici dans l'Aisne 1ere journées ensoleillée après des mois de grisaille et de pluie. Ici c'est gorgé d'eau, les limaces pullulent, obligé de faire ses semis en godets. A bientôt !",0,P2
"Merci pour la découverte ! Je viens d’aller voir sa chaîne. Depuis ta vidéo, il semble que le nombre d’abonnés a bien augmenté ( 6,16k )",0,nothing
Retrouvez toutes nos formations grandes cultures (finançable VIVEA et/ou CPF) : https://formation.verdeterreprod.fr/pages/filiere-grande-cuture-et-elevage Plus de ressources sur la page Triple Performance dédié à la ferme de Longueil : https://wiki.tripleperformance.fr/wiki/Ferme_de_Longueil,0,nothing
Merci beaucoup.. J. Suis fan de plante souvage. Si vous savier.. SI ont savez... Tant de richesse. Dans ce. Petit trésor. Naturelle,0,nothing
"Merci pour ce partage enrichissant, et bravo pour avoir amélioré aussi efficacement la parcelle!",0,nothing
Bonne chance.,0,nothing
Tu dit beaucoup euuuuuuu quand même mais super video,0,nothing
"Très belle vidéo, avec les différentes étapes bien expliquées. Moi je suis en Suisse 🇨🇭 mais on a pas encore beaucoup d’herbe. 15cm environ.",0,P7
"Merci beaucoup, des explications très judicieuses, vous expliquez bien tout ce qui est à prendre en compte. 😊",0,nothing
Faut préparer tes questions l'ami.,0,nothing
Ou vigne chocolat !,0,nothing
Très bonne vidéo merci :) En dehors de l'interdiction de l'élevage pour la fourrure il faut interdire la vente de fourrure sinon autant produire en France avec des règles plus stricte qu'ailleurs et surtout les faire appliquer ne pas juste donner ou non une agrémentation tout simplement le faire fermer s'il ne respect pas la charte et cela fera travailler le pays et son économie ! C'est mon simple avis :),1,nothing
"salut Skyppi régulièrement , ça veut dire quoi? une fois par an? résultat des courses tu as fait une affaire par rapport à avant?",0,nothing
"Bonjour, je me permet de vous faire part du problème que j'ai rencontré en consommant régulièrement du kéfir de fruits à raison de 1 litre par jour , j'aimais beaucoup la boisson obtenue pétillante rafraichissante . Une chose dont personne ne parle c'est que certaine personne peuvent rencontrer de grave problèmes de santé en buvant du kéfir , tous les kéfirs n'ont pas les mêmes probiotiques et chaque personne est différente , j'ai dut complètement bannir le kéfir de mon alimentation , car après 3 arrêts et reprises j'ai pu constater que c'était bien le kéfir qui me provoquait des crise de gouttes , gonflement du pied et de la cheville , je connais une autre personne qui avait de fortes éruptions cutanées , heureusement la plupart des gens n'ont rien , mais voila ma triste expérience",1,nothing
Coucou ma belle Maud et Elodie jolie ! Les salades sont superbes !!!! Merci pour ce nouveau moment de partage si agréable. Et .... Merci Yoann !!!!! 😘😘😘,0,nothing
"Je ne suis pas agricultrice mais je plante des arbres, j'améliore mon terrain et le mets a disposition pour des moutons. Hélas les sangliers font des dégâts et je n'ai pas les moyens de clôturer...😡",0,P2
"Coucou Maude, Merci pour cette petite vidéo (chapitré en plus 👍🏽).",0,nothing
Bonjour olivier mes déchets de cuisine je les mélange avec du broyage de végétaux qu’en pensez-vous ?,0,P6
Un petit rappel est toujours le bienvenu surtout en ce moment. Merci Damien. 👍,0,nothing
Le figuier peut-il se cultiver au sud de la côte d'Ivoire ? Merci,0,nothing
Et si une poule reste dehors après la fermeture?,0,nothing
"Ohohoh oui, la rentrée scolaire, libération 😊 Sinon, un seul bémol pour moi, tenir son chien en laisse en forêt. 😊",0,nothing
Faut faire un Loto ! Une pareil chance ça se cultive 😂😂😂,0,nothing
"ça m'aide pour mes cours, je suis en stav",0,nothing
"Et oui tout est sous contrôle aujourd'hui, ils veulent imposer leurs produits génétiques modifiés, en gros malsain pour la santé, c'est voulu ,vous avez raison",0,nothing
Présent ;!!!😂❤,0,nothing
"choucroute. Encore merci @stéphane pour le partage de connaissance, de donner envie et l'aide pour me lancer avec de figuier et plaqueminier commander chez toi!",0,nothing
Votre permaculture c'est vraiment le paradis,0,nothing
"Au FBI , les gens qui s'attaquent aux animaux, c'est le premier signe qu'ils cherchent quans ils enquetes sur des serial killers ou de simples assassins. https://leb.fbi.gov/articles/featured-articles/the-link-between-animal-cruelty-and-human-violence",0,nothing
J'ai lu quelquepart que la culture de certains engrais verts pouvait lutter contre le chiendent. Notamment le seigle. A vérifier.,0,P7
"Merci de nous dévoiler ta manière de semer les poireaux . Tu ne repiques pas ,tu laisses sur places. Je vais essayer 😜",0,nothing
Melon de Rennes : climat océanique … humide mais tempéré… ça va avoir du mal chez toi 😉 Je te tiens au courant pour mes poulettes,1,nothing
Très intéressant. Mais ça serait bien si François laissait parler un peu les autres...,0,nothing
Génial! 👏,0,nothing
"Bravo, je te découvre! En cette période de nos agriculteurs qui souffre encore et qui nous nourrissent, n oublions pas! La grande SURFACE, nous nourris mais à quel prix! ( produits etrangers, image du biologique fausse, etc!) Ce n est pas juste un message de révolte, juste la conciensce de qui je suis! Vous qui lirais ce message, peut être vous retrouverez vous. Bienveillance et respect pour GAIA",0,nothing
Un grand atelier...le rêve!!!! 🙃,0,nothing
Vous avez le débouché pour vendre toutes ces productions ? Quel est votre structure de vente ? Bon courage.,0,nothing
Un laboratoire me plairait bien aussi !,0,nothing
"Bonjour Olivier, cette année j’ai enterré moins profondément mes pieds que d’habitude et pour la première fois j’ai quelques tomates qui ont développé la nécrose apicale, je me demandait si ce n’était pas lié 😢! Comme ce serait le symptôme d’une carence en calcium j’ai broyé des coquilles d’œufs que j’ai reparti au pied avec un bon arrosage, à voir si c’est efficace ! 😊",0,P6
"Hello 👋 Cette merci pour la vidéo 🙏 Petite question : les pieds de tomates poussent très bien cette année, au point qu’ils arrivent presque tout en haut du tuteur (1m80) que faut-il faire ? L’année dernière j’avais rien touché mais c’était devenu la jungle rapidement.. merci !",0,nothing
"Important de rappeler que Benoît à des terres a 30%dargile c'est déjà a la base un sol de "" riche"" . Le stockage de la mo n'aurait jamais été aussi efficace avec un sol a 10%. Je peux en témoigner 😊",0,P6
"Salut Antoine, pour aller au fond de la question, je te (vous) conseil la lecture d'un excellent ouvrage, 'Qui veut la peau des vaches ' de Claude Aubert, aux éditions Terre Vivante. Et il ne faut pas confondre magistrat de la cour des comptes et écologistes.",1,nothing
"En revanche, le passage du « nettoyage des organes » et des autres « propriétés » sort totalement de la botanique et n’est pas utile ni sérieux…pas la peine d’ajouter de l’approximatif à vos infos de botanique qui sont bien structurées et très intéressantes. Merci",0,nothing
C'est un régal d'écouter Stéphane qui allie sagesse et compétence.,0,nothing
La conclusion qui fait du bien aux oreilles :),0,nothing
"Extrêmement intéressant comme témoignage, cela prouve qu'il existe des alternatives aux produits phytos. Pour ceux qui n'ont pas le temps de préparer ces macérations il existe des produits prêt à l'emploi chez VERTAL.",0,P2
salut la cle bon samedi bon we 🙂 je partage 🙂,0,nothing
Bonjour Olivier. Je pense qu'il vaut mieux attendre la bonne saison.pour les tomates. 😊,0,nothing
Ah enfin un éleveurs qui a compris évidemment que les faire paturer c 1 avantage pour elle et économique comment faisaient les anciens i était pas con,0,nothing
"Merci pour cette vidéo et toute ta chaîne que je découvre au fur et à mesure...mon espoir de retour à la nature et ma préparation à l'autonomie grandissent à chaque nouvelle vidéo Simple et efficace ce Thomas au point qu'on a l' impression que tout est simple, malgré mes 50 ans mes différentes expériences professionnelles notre confort et une entreprise florissante nous nous préparons à suivre ce chemin ou devrai je dire à revenir sur ce chemin...merci à toi car ma préparation à l'autonomie se perfectionne grâce aux livres et à ta chaîne et les supers personnes qui partagent tant de bons conseils qui me feront gagner du temps Forza l'archipelle",0,nothing
Il reste du charbon à la fin du processus ?,0,nothing
"Hello ! (die) 😅 Tres jolie vidéo, bravo pour tous ces efforts à intéressé les enfants aux choses simples et essentielles À très vite ! 🐣🐤🐓🐇❤",0,nothing
Quel type de sol ? Texture ?,0,P6
"Merci à toi de nous proposer des actions simplement avec désinvolture, tout paraît plus simple !",0,nothing
Très grand metier !Malheureusement en ce moment les médias ne parlent pas de ses gens qui nourrisse le pays ! Respect à eux ! (Je ne suis pas du milieu agricole ),0,nothing
Salut Antoine super vidéo très bien expliqué bonne continuation à toi stef87,0,nothing
Le stagiaire future ministre 🎉,0,nothing
Comment se posent les grilles pour les tomates ? Merci Je ne taille pas mes pieds de tomate non plus,0,nothing
"Merci pour cette véritable pépite d'espoir et d'encouragement au changement! Vu de mon jardin de lotissement que j'essaie de conduire naturellement à l'aide des principes de l'agroforesterie et de la conservation des sols depuis une dizaine d'années, je sais que vous êtes dans le vrai et espère que de plus en plus d'agriculteurs comprendront que leur intérêt et celui de la planète est dans cette voie!",0,nothing
Choucroute ! 😁,0,nothing
🎉🎉🎉🎉,0,nothing
"Yo j'ai mis un petit pouce pour le temps passé a faire tes vidéos et bien-sûr pour le contenu. Mais ayant déjà ma propre forme d autonomie, pas forcément avec le même concept, je trouve tes choix hyper intéressant. Le fait de le partager sans juger c'est super 👍. Bref a chacun sa propre autonomie et progression mais si on veut vivre mieux plus en phase avec l homme et la nature. Il faut s y mettre et surtout rien attendre de l état providence...",0,nothing
Le thc fait prendre conscience de certaines choses voilà pourquoi il est interdit jamais eu hallucinations !,0,nothing
"beau boulot !! 👍👍👍👍 .. Et au fait , comment se portent vos plaqueminiers qui avaient eu un coup de gelées ? .",0,nothing
Merci Damien. Passionnant ! Merci pour tous ces Savoirs partagés très enrichissants. Gros bisous. Namaste.,0,nothing
"Sur un terrain agricole et n'étant pas agriculteur... comment peux tu construire un poulailler et pu agrandir un abri de jardin ? Ta citerne d'eau , c'est quelle marque ? Merci pour le partage...",0,nothing
C'est un véritable bonheur vos vidéos Damien. Merci d'y mettre votre poésie. A bientôt,0,nothing
"Merci une fois encore pour cette transmission de savoirs, les images sont toujours bien claires et les explications aussi, j'ose reconnaitre des plantes et les utiliser, en sécurité car tu ajoutes toujours les plantes ""à ne pas confondre""! Merci beaucoup David! est ce que tu saurais nous proposer des videos sur les insectes du jardin aussi? ou qqn de permaculture agro etc?",0,nothing
Merci ❤,0,nothing
Un jour tu pourras nous faire une petite vidéo du matériel agricole et le tour de la ferme,0,nothing
Super intéressant 👍 merci !,0,nothing
pas de reprise + un chargeur pas étonnant que la note soit salé encore heureux que le conces fendt soit celui qui vous a vendu le kubota ça l'oblige un peut a le reprendre malgré le moteur cassé,0,nothing
Super ta vidéo,0,nothing
"Eh oui ! Au final ils me font rire ces ""cbdshop"" avec leur foin placebo",0,nothing
"Il n'y a pas de discuter ➡ quoi qu'on en pense la base c'est l'eau ⛲. Ensuite, le paillage, l'ombrage🕶, c'est la réduction et l'optimisation de la consommation de l'eau. Même moi, le mauvais jardinier😈, je me suis rangé à tes constats 🍆. 😉",0,nothing
"intéressant ! J'ai des airs pots, parce qu'on me l'avait conseillé pour la croissance comme tu le dis. J'avais vaguement conscience de ce phénomène de chignon mais cette vidéo l'explique très bien.",0,nothing
"Bonjour Maud, Meilleurs vœux à toi et toute ta famille. Je te souhaite plein de réussite dans ton potager pour cette nouvelle année 2024. Merci pour le partage de ces beaux paysages sous la neige. Bonne journée.",0,nothing
"Bonjour, merci pour la visite c'était vraiment instructif pour moi qui suis en reconversion et qui souhaite s'installer ! Petite question pour votre semoir à oignons en alvéole de 84 trous, vous avez une référence, un site fabricant ou c'est une fabrication perso ? Merci !",0,nothing
"Je ne suis pas agriculteur mais j'adore les champs, la nature, allez à la ferme chez Tata dans le 22 et toujours en admiration devant les engins agricoles!!!!! Belle machine, et j'espère qu'elle durera plus de 1500h!!!!!!!",0,nothing
Super visite merci :),0,nothing
"Salut Olivier, je n'ai pas encore fait cette culture il pleut presque tous les jours difficile d aller travailler au potager, merci pour ta vidéo 😊",0,nothing
bonjour olivier vivement février pour de nouvel vidéos,0,nothing
Bravo et merci je m abonne 👍,0,nothing
"que pensez-vous des communes en transition ? aussi, pensez-vous qu'il soit techniquement possible de végétaliser une ville y compris des métropoles ? ce serait un vrai défi je pense aussi qu'une transition écologique à échelle publique ou individuelle, doit s'accompagner de création de lien social et de démocratie locale (pour une transition publique) sur le lien social à titre individuel , je trouve que c'est positif si on ne se sent pas de faire tout, tout seul ; j'ai une grand-mère plutot en forme pour son age et assez active, qui tient un petit potager et qui avait un poulailler (qu'il serait bien de refaire fonctionner^^ en plus on peut faire naitre coq et poule avec des oeufs de supermarché et une couveuse) elle a des liens avec un fabricant local de miel et avec une personne qui lui donne souvent des oeufs; une forme de troc se met en place et c'est assez intéressant de partager les taches si on ne se sent pas de tout faire tout seul et d'ailleurs celui qui dit qu'il sait tout faire seul est un menteur :) il y aura toujours des compétences dont on n'a pas pensé ou pour lesquels on n'a pas eu le temps de se former, automatiquement on va s'allier d'autres personnes c'est inévitable , stt pour des compétences pointues comme la médecine , l'ingénierie, l'auto-défense.... sur la question énergétique là ce serait vraiment top que tout se fasse à échelle locale par une municipalité que tous en profite; je pense pas qu'on va vivre un effondrement systémique mais jsp que ce sera une paire de baffe cette crise actuelle pour relocaliser notre économie au maximum et défendre une souveraineté alimentaire et énergétique",0,nothing
"Tu es sur un baril de poudre à laver, ça mousse😂😂",0,nothing
"Bonsoir Stéphane, Vous êtes un peu loin pour moi, J'aimerais tellement venir..😢 Qui c'est,un jour peut-être. A bientôt Nadine",0,nothing
"Ah ouais ! 3m et dans une cavité, c'est du sport. je viens d'en récupérer un deuxième sur le mur du château du village, mais à 2,50m environ et il n'y avait pas de cavité (un petit trou mais qui ne pouvait pas leur permettre de s'installer). Félicitations pour cette cueillette ! À bientôt. Evelyne",0,nothing
"Merci pour cette vidéo ! Dis-moi, quelles variétés recommandes-tu pour éviter l'amertume ?",0,nothing
Merci pour l'information...,0,nothing
Bonjour Nono et Brian j aurait besoin de conseils pour mon habilitation au plaisir 😊,0,nothing
"Bonjour , Explications tres claires .merci . Par contre , comment tailler un arbre fruitier ,de plusieurs années et qui n’a jamais été taillé ? Merci beaucoup Sylvie 🌼",0,nothing
En ajoutant des clous de girofle à la préparation on améliore le goût et la conservation.,0,nothing
"Bonjour Maud, je viens de tenter hier un semis de Red Bowl Salad, en plaque alvéolée on verra bien",0,nothing
❤❤ 👍👍👍👍👍👍👍👍👍👍 ❤❤,0,nothing
Comment faire d'une plante facile à cultiver et intéressante pour la santé de par son large spectre de molécules en un produit onéreux et dangereux pour la santé. Merci l'état français !,0,nothing
Bonjour Maud ici a un peu plus de 800 m il neige puis il pleut le jardin je le vois de la maison et dés les beaux jours il y aura beaucoup de boulot. Merci pour la vidéo et bon courage et a bientôt. Amitiés d Auvergne,0,nothing
Bonjour merci pour tout ce que vous voulez propager. Mais je voudrai juste demander a Noël comment traiter des poutres sans xylophene . Par quoi le remplacer. Merci beaucoup. Bonne continuation. ❤,0,nothing
La sciure de bois d’un tourneur sur bois ! Du copeau que du copeau et même les chutes de débit et écorces Bon pour le jardin et allumer la cuisinière,0,P6
"J'ai passé une grooooosse commande chez LaBonneGraine pour ma première saison au potager ! Je te suis depuis le premier confinement , et j'ai enfin un jardin , hâte de commencer ❤ ( j'ai pris 8 variétés de tomates , trop de choix 😂)",0,nothing
"Pauvres pouvoirs publics qui se heurtent aux paysans (petits de préférence)bornés refusant de s'adapter....un peu léger comme conclusion. Quelles actions concrètes sont mises en place pour informer, et aider matériellement à une transition ? Je sens dans ce reportage le début d'une récupération par le système (business carbone)d'une évolution agronomique pleine d'intérêt général.",1,nothing
"Super, je vous découvre, je suis enchanté.",0,nothing
"bonjour Maud, top tout cela , comment allez vous nettoyer la volière? je me posais la question bonne semaine mathilde la lyonnaise vienne 38",0,nothing
"Si le liseron apparait, voir du côté du sol pour déterminer la carence ou le surplus qui déclenche la dormance.",0,P7
"En faite tu défends ton bifteck sans bien comprendre ce qu'il a dit, plus facile entre tes raccourcis, dommage, D'ailleurs tu devrais écouter ""Pascal Poot"" qui lui aussi arrive à faire pousser des fruits et légumes sans eaux.en même temps achete lui des graines paysanne tu comprendras ce que s'est exactement. Ne me remercie pas. PS: ne pas mettre des résineux a cause de trop d'acidité,même en paillage et quand vous broyez vos déchets verts, ne le mélangez surtout pas avec du résineux.",1,P6
"37:45 : pourquoi ne pas donner l'info ? Etonnant. Vous connaissez tout de votre exploitation, mais vous ne voulez pas savoir quelle quantité d'eau (1/2 heure) vous consommez. Pour le reste, très bon reportage et couple très motivant.",0,P3
"Cultiver sans eau c'est comme si tu passais l'été sans boire une goutte d'eau... je ne sais pas si ils essayeraient 😅. J'avais une petite question. Comment tu gère le ""repos"" (et l'ajout d'amendements) de tes parcelles sachant que tu cultive pratiquement toute l'année ? Merci pour cette vidéo.",1,P3
Merci beaucoup 🙏🏼,0,nothing
Oui tout à fait moi-même je suis isolé est dans la merde je vis dans mon bus et j'ai de gros problèmes,0,nothing
Bonjour . Je vous suis depuis le début (Brian) . Toujours très instructif vos vidéos merci de partager vos passions. Je voulais savoir si vous utilisez toujours un filtre Berkey et avec quels cartouches . Salutations (d'un béarnais),0,P3
"Bonjour Olivier et bonne année ! Bon, quand est-ce que tu vas changer cette vitre cassée dans ta cabane ? 😉",0,nothing
"Salut, je découvre ta chaîne YouTube je suis agréablement surpris de ne l’avoir connus avant ! Je vien regarder la plutard de tes vidéo et honnêtement tu est très intéressant un éleveur fier de sont métiers et le montrer en restant transparent avec l’es galère du monde agricole aujourd’hui ben honnêtement bravo +1 abonner! Continue à montrer ton quotient !! Agri coco Vidéo !",0,nothing
Bonjour ou avez-vous eu votre bac svp?,0,nothing
Mais quelle est cette superbe musique dans l'introduction?,0,nothing
"Bonjour, économie par le temps de travail du sol , mais quels sont les couts réelles et externalisés des phytos et engrais chimiques .............",0,P6
meilleurs vœux pour 2021.,0,nothing
Elles ont soif,0,nothing
salut Maud super beau geste de la commune mais aussi a tout les bénévoles un os de moule je connais bien y'en a plein chez nous 🤣🤣 c'est génial en plus du matos gratos que demander de plus super aussi avec l'aide du cantonnier car quand on y est on y est bien 😁😁👍👍 a bientot,0,nothing
Plus utile que de broyer de l'herbe Ou de fermer des laiteries,0,nothing
tu peux aussi enrubanné de nuit ?? c'est pas trop humide ? belle vidéo,0,nothing
Venez faire une journée dans l'Aude. Merci,0,nothing
Sa sent la merde en faite les gars....,0,nothing
"Bonjour Damien, j'ai trop hâte de pouvoir en accueillir dans ma pâture où j'ai déjà trois oies, 4 poules et un coq. Mais je souhaite leur aménager un plus grand bassin (j'ai trouvé un bassin bas de 400 litres). En ce moment, les oies ont une pataugeoire (type bac à sable). J'adore ma petite équipe ""volailles"". J'ai des œufs, du fumier et je les laisse aller dans la partie potagère en hiver dans laquelle, il n'y a pas de légumes ou presque. Certains légumes ne sont pas touchés par les poules ou les oies : les poireaux, les céleris, les aromates, les ciboules. Leur passage fournit un peu de fumure aussi et cette équipe mange déjà une partie des ravageurs mais les coureurs indiens, j'avoue que ce serait le GRAAL pour moi(lol). Merci beaucoup Damien pour vos enseignements si précieux et belle année à vous.",0,P2
Est-il possible de tailler les raisins sous la pluie ?,0,nothing
"Nouvel abonné , j ai decouvert ta chaine ( maison a 20000 ) , je t ai laissé un com sur celle ci , contenu tres intéressant .",0,nothing
Merci Damien! Le Chalef d'Ebbing est exactement ce que je recherche. Tu tombes toujours à pic,0,nothing
Très bonne vidéo pleines de sens qui explique bien un raisonnement utile lors d’un achat d’un outil agricole. Je viens de voir cette vidéo je vais regarder les autre et m’abonner de suite 👍,0,nothing
Plus qu'à faire creuse des marre pour stocker de l'eau 😉,0,P3
"Bonjour Olivier, je suis en région parisienne ouest. Je trouve la terre de notre potager géniale, car c' est une parcelle vendue par notre voisine , ancien potager d'une maison napoléon III , qui n'avait pas été utilisé depuis 50 ans, en friche totale. Juste un endroit un peu sablonneux où je sème les carottes qui ronronnent, et quelques endroits plus argileux qui contentent d'autres légumes. On oublie de dire que même dans une parcelle de 300 m2, on trouve différentes terres et que c'est d'ailleurs interessant! MERCI pour toutes tes vidéos que je dévore, et oui je suis d'accord avec beaucoup de commentaires : elles sont relaxantes, claires comme de l'eau de roche, jamais dogmatiques ... et ta voix est joyeuse et enthousiaste !",0,P6
Merci beaucoup pour ce partage :-),0,nothing
"Moi je suis dans les landes, je me sert de pignes c'est plutôt pas mal et gratuit. Pour l'instant ça me suffit mais merci cette la vidéo tres intéressante.",0,nothing
"La grelinette,outil magique pour décompacter la terre et la houe, outil de nos grands-parents très efficace pour affiner le travail. Bon courage pour la suite. 😉😉",0,P6
"Cycle de l'azote et du phosphore ils ont TOTALEMENT changé depuis qu'on connaît le cycle de rhizophagie... On sait donc désormais que toutes les plantes prennent l'azote des bactéries sous forme organique, et donc techniquement toutes les plantes sont capables d'avoir de l'azote de bactéries fixatrices d'azotes, pas que les légumineuses MAIS pour que ce mécanisme fonctionne il ne faut AUCUN engrais minéral car il rend les plantes faignantes, qui ne font plus de rhizophagie. Et c'est là le paradoxe. Nos plantes n'ont pas besoin d'engrais, encore faut-il avoir les cojones de ne plus en utiliser... Et pour le phosphore et le potassium, des expériences ont été faites sur un blé cultivé depuis plus de 170 ans sur le même champ, sans aucun apport de potassium ou phosphore, et les niveaux dans le sol n'ont pas bougé... Les bactéries extraient ces minéraux du sol, les plantes les mangent pas rhizophagie quand elles en ont besoin, mais à l'échelle géologique, pédologique, y a toujours une quantité énorme de ces deux éléments disponibles... Il faut ELIMINER les engrais en phosphore et potassium ils ne servent à RIEN. Et les engrais azotés ne serviront que pour utiliser des sols dégradés par l'agriculture (et malheureusement en Europe c'est la majorité d'entre eux) et faire une transition vers le sans engrais. Et ces engrais seront organiques, juste à base d'acides aminés : tourteaux, vinasse de betterave, hydrolysat de poisson ou de soja.",0,P6
la passion du jardin et d'une vie simple,0,nothing
"Vidéo très efficace et pédagogique, à partager massivement pour disséminer des graines. Merci à vous !",0,nothing
Très belle vidéo je suis entrain de faire l' ensilage d' herbes sa boum,0,nothing
"Excellente vidéo , j'attends avec impatience celle à venir sur les variétés méditerranéennes. J'ai réalisé des boutures dun figuier bifères inconnu , il pourrait s'agir d'un Brunswick ou d'un Madeleine des 2 saisons au vu de la couleur des fruits. Y-a-t-il un moyen d'avoir votre compétence pour identifier cette variété ?",0,nothing
"Un autre avantage que j'y trouve aussi c'est pour désherber : ça permet d'attraper la racine en entier (si pas trop profonde quand même !). Alors qu'un motoculteur casse et multiplie ces mêmes racines, ce qui leur permet de reprendre de plus belle",0,nothing
Si on bouture un porte greffe greffé ça donne quoi? Au niveau génétique,0,nothing
C'est qu'elle morceau de viande qui est utilisé dans cette vidéo? Vous conseillez quoi de manière générale (J'y connais rien he consomme très peut de viande au quotidien),0,nothing
la lune ! il m'as tué ! Sacre Rudolf Steiner.,0,nothing
