,Unnamed: 0,text,label,topic
972,994,Merci beaucoup pour cette vidéo! Tu ma fais découvrir comme tu dis le Boss du jeu ;),0,nothing
74,78,"Et que peut-on faire des restes de noisettes après la fabrication du lait de noisette ? Qu'est-ce que ça a perdu ? Ça a encore le goût, la texture, la valeur nutritionnelle des noisettes, etc ?",0,nothing
721,739,"Merci pour la vidéo mais j'ai une question au sujet de ne pas prélever des plantes malades, j'ai eu le raisin avec le champignon noir et j'ai toujours lu qu'il faut le bruler, quel est ton opinion ?",0,P2
648,666,"bonjour, éviter d'associer un squarosum car il monte peu et très concurrencé avec le seigle par contre est ce que seigle fourrager ou forestier, le plus judicieux est un pois fourrager avec une vesce velue ou plusieurs assoiation de trèfles le meilleurs est le trèfle alexandrie et associé avec du trèfle incarnat tout début l'objectif, il y aune multitude de diversité d'association...",0,P6
415,430,super vidéo Simon et Baptiste ! vos cultures sont magnifiques 🤩,0,nothing
336,347,J’adore cela est trop bien tu devrais appeler t’as chaine « Agriskippy ASMR » contimue comme sa je t’adore,0,nothing
1041,1063,cc 😀😀🥰,0,nothing
1109,1133,"Excellent, bravo!",0,nothing
1354,1383,Cet homme est un magicien !,0,nothing
1282,1310,"Moi je suis dans les landes, je me sert de pignes c'est plutôt pas mal et gratuit. Pour l'instant ça me suffit mais merci cette la vidéo tres intéressante.",0,nothing
778,798,ici en Franche-Comté on fait aussi des salades de cramaillots ! une tradition bien locale Et bien sympa l'extrait de notre Lilian régional !!,0,nothing
714,732,Oh la vache ! ( ok c bon je sors),0,nothing
33,36,Tranquillou ca sent le bon repas avant)) avec une petite infusion verveine),0,nothing
684,702,Merci pour le retour. C'est bien d'avoir un avis. Bonnes continuation,0,nothing
820,841,Beaucoup de désillusions en lisant les commentaires... à quand une seconde vidéo qui aborde les questions des viewers ?,1,nothing
1005,1027,Un article à recommander : La loi vénézuélienne sur les semences devrait être un modèle mondial Auteur : Owen SCHALK A rechercher et à lire de toute urgence !,0,nothing
395,410,Bonjour Maud très instructif ta vidéo même pour moi qui n ai ni lapins ni poules. Bon week-end et a bientôt,0,nothing
531,548,Intéressant. ❤,0,nothing
515,531,Bonjour Damien Merci beaucoup pour tes vidéos J'habite près de Nancy Pourrais-tu me conseiller une pépinière pour acheter des asiminiers Merci et bonne journée,0,nothing
231,241,Du fromage Du fromage Du fromage Merci Stéphane 🥰🥰😘🙏🙏🙏,0,nothing
101,105,"Bonjour, Chez qui avez vous réalisé l'outil ?",0,nothing
496,511,Comme dit l expression l essayer c est l adopter.,0,nothing
44,47,Merci à toi pour cette vidéo c'est un plaisir de te suivre je vois que bientot tu auras les 30 K c top Passe un bon dimanche bon courage pour le boulot,0,nothing
255,265,"Merci génial. Question, le semis donc mi-novembre pour récolte en Mai c’est ça?",0,nothing
688,706,Its a shame you still don’t upload the video’s with automatic translation.,0,nothing
445,460,Super bon en jus 😎,0,nothing
331,342,En 7 ans la matière organique n'a été mise qu'une seule fois ou chaque année ?,0,P6
215,224,Salut salut Damien. Tu fesais où tes semis avant d'avoir cette petite serre,0,nothing
998,1020,"bonjour, nous dans notre potager, l'on ne plante pas grand chose l'hiver,car il est trop humide, a par des salades d'hiver, je viens de voir dans la vidéo que vous avez des salades (laitue rouge comment s'appelle t'elle la variété vous en avez fait des semis)? merci et très bonne journée à vous Véro de Soulac sur Mer",0,nothing
113,117,"Merci beaucoup, la vidéo m' a plu",0,nothing
708,726,"Toujour aussi interéssante ces vidéo de semi ,bravo.",0,nothing
335,346,Salut belle video !!!j ai 2 3 questions pk tu ne met pas une faucheuse a l arriere du tracteur ? Pk tu ne fait pas des bottes un peu plus grosse sa reduit la quantite de boules ? Et la derniere pk tu en n a pas.laisser non enrubanner car tu en a consommer tout de suite merci de tes reponses bon courage,0,nothing
654,672,https://youtu.be/_ubt6msBEjY,0,nothing
748,766,ça remplace le bois,0,nothing
503,519,"Bonjour Antoine du beau maïs malgré le manque d'eau. Ce qui prime cette année c'est semis avant le 20 avril en bonne structure, et les variétés de génétique sécheresse ont des potentiels 15qx supérieur en grain, futurixx en fait parti. Espérant que depuis tu a eu de la pluie",0,nothing
1085,1108,"Perso je ne voit le compostage que comme le compostage de surface, Il offre beaucoup d'avantage. Le compostage est un processus ou on crée un réacteur, un processus spécifique et nécessitant du soin/suivie, le résultat est une formidable accumulation de ressource spécifique. D'où risque de déséquilibre sur le lieu d'apport. Le composte est vidé d'energie, et essentiellement bactérien c'est un problème... Le sol est sensé être plus riche que ça. Composter en surface offre une infini d'avantage sans suivie, il est bien plus stimulant pour le milieu et l'équilibre du sol n'est pas perturbé. De la matière organique brut qui tombe sur le sol est un processus naturel, c'est juste non esthétique. L'autre avantage colossal c'est l'ombre produite sur le sol qui vous offres alors un lieu qui veut qu'une plante pousse, gérant les ""adventices"" réservant le sol à votre plante. La nature brut du processus stimule le milieu ce qui veut dire que l'équilibre et resilience est bien plus importante. Le compostage classique produit un produit bien trop spécifique, en tant que recycleur à mon échelle, il n'est pas necessaire et il complexifie tout les rapports. Sobriété, abondance, extravagance c'est le chemin du vivant, faire moins c'est faire bien mais cela nécessite un regard sensible et dédié, vous créez un milieu, c'est beau, riche et dynamique !",0,P6
111,115,"Bonjour Olivier. Déjà merci pour tes vidéos utiles. Ce qui est de la gestion de l'eau, que penses tu des oyas pour les petits potager d' environs 20 à 50 m2 (ce qui est mon cas) ? As tu aussi une idée très arrêter comme un autre youtubeur qui m'a répondu ""c'est pour les bobos ecolo à la con qui ont plein d'argent "". J'ai trouvé ça un peu rude et non diplomate de ça part, étant donné que je suis un modeste ouvrier. Je tiens à préciser que j'avais mentionné que l'on pouvait les faires sois même. Depuis la plantation de mes plants de tomates, paillé je les jamais arrosé, je remplis juste mes oyas de 3 litres une fois par semaine . Je voulais juste ton avis,car toi aussi tu en parles jamais et c'est pourtant une bonne alternative pour économiser de l'eau . Merci à toi ,j'apprécie regarder tes vidéos.",0,P3
836,857,Salut Damien merci pour cette découverte bonne continuation et merci pour ce partage a bientôt Chico,0,nothing
1237,1264,"que pensez-vous des communes en transition ? aussi, pensez-vous qu'il soit techniquement possible de végétaliser une ville y compris des métropoles ? ce serait un vrai défi je pense aussi qu'une transition écologique à échelle publique ou individuelle, doit s'accompagner de création de lien social et de démocratie locale (pour une transition publique) sur le lien social à titre individuel , je trouve que c'est positif si on ne se sent pas de faire tout, tout seul ; j'ai une grand-mère plutot en forme pour son age et assez active, qui tient un petit potager et qui avait un poulailler (qu'il serait bien de refaire fonctionner^^ en plus on peut faire naitre coq et poule avec des oeufs de supermarché et une couveuse) elle a des liens avec un fabricant local de miel et avec une personne qui lui donne souvent des oeufs; une forme de troc se met en place et c'est assez intéressant de partager les taches si on ne se sent pas de tout faire tout seul et d'ailleurs celui qui dit qu'il sait tout faire seul est un menteur :) il y aura toujours des compétences dont on n'a pas pensé ou pour lesquels on n'a pas eu le temps de se former, automatiquement on va s'allier d'autres personnes c'est inévitable , stt pour des compétences pointues comme la médecine , l'ingénierie, l'auto-défense.... sur la question énergétique là ce serait vraiment top que tout se fasse à échelle locale par une municipalité que tous en profite; je pense pas qu'on va vivre un effondrement systémique mais jsp que ce sera une paire de baffe cette crise actuelle pour relocaliser notre économie au maximum et défendre une souveraineté alimentaire et énergétique",0,nothing
1191,1218,Un laboratoire me plairait bien aussi !,0,nothing
938,960,"A part là où il y a du pin (et encore), les arbres poussent d'eux-même. Chez ma soeur (Nord), un ha en friche est devenu une forêt (érables et chênes. Frênes aussi mais les frênes adultes sont en train tous de mourir), et en Ardèche, une parcelle débarrassée de ses pins (et surveillée par bibi qui arrachait chaque nouveau jeune pin), 15 ans ont suffi pour avoir de très beaux jeunes chênes, châtaigniers et merisiers. Après, je suis mille fois pour des balades avec des mômes qui lancent graines et glands! Et pourquoi pas surveillance et étude de la pousse de ses protégés :-)",0,nothing
48,52,Vive le sud! Coucou de la bourgogne du sud! On va patienter encore un peu!,0,nothing
170,177,"Purée Thibaud t'est vraiment un crack sérieux, merci pour cette vidéo la team bye",0,nothing
107,111,"Être maraîcher aujourd'hui dans ce contexte économique et climatique relève de la folie et de l'héroïsme. Votre force de conviction et votre mentale pousse au respect. Mes respects, chapeau bas, vous êtes force d'inspirations",0,nothing
1268,1296,Elles ont soif,0,nothing
1130,1155,"C'est effectivement bien de remettre les choses au clair . Nous pouvons faire notre maximum pour travailler et acheter en local , et il y aura toujours des personnes pour critiquer sur LA fois où on ne le fait pas .... mais souvent ce ne sont pas des personnes irréprochables qui le disent !! En tout cas bravo pour tout ce que tu fais 👏👏🙏",0,nothing
1020,1042,Est ce que de la moutarde peux ce récolter en enrubannage ou ce pâturer?,0,nothing
425,440,Vraiment superbe vidéo,0,nothing
528,545,Le raisin sauvage c'est immangeable!,0,nothing
901,923,Retrouvez toutes les formations finançables VIVEA avec nos experts ici : https://formation.verdeterreprod.fr/?mtm_campaign=yt,0,nothing
1335,1364,merci!!!,0,nothing
656,674,"Bonjour Maud, très belle vidéo ! Chez nous les sangliers ont ravagé plusieurs fois le potager. On a tout essayé avant d’en arriver à la clôture électrique…seul moyen pour qu’ils ne détruisent pas tout !",0,P2
713,731,"Bonjour Olivier, Merci encore pour tous ses conseils sur les plantations. C'est vraiment super intéressant. Merci! Bonne journée",0,nothing
852,873,"Pffff, dur ce monde où il y a toujours une minorité manifestement parfaite pour donner des leçons aux autres, et je ne parle pas que de jardinage malheureusement! 😪 Bref, reste toi-même, nous on t'apprécie comme ça! Et si la Chine te propose un panda pour le jardin pédagogique, accepte! Pour les râleurs 😋😋😋😋, qu'ils aillent voir ailleurs ou occupent leur temps à en faire autant que toi!",0,nothing
109,113,Lol ! « Barrez-vous ! » 👉🏽🤣 heureusement que je suis resté encore pour entendre parler du livre 📚,0,nothing
133,137,C'est possible de faire plus court 😄,0,nothing
125,129,Bonjour Brian et Nono 🙋. Je conprend pas j'ai.pas eu la cloche pour m'avertir du départ en Replay du coup 🫢,0,nothing
435,450,"Jolies tresses, Maud. Influence interactive d'Aïda ? La ballade permet de brosser un contexte de l'environnement où tu vis et de mieux comprendre ce que tu fais en local plus restreint. Complémentarité intéressante. Merci pour le partage.",0,nothing
1158,1183,Retrouvez toutes nos formations grandes cultures (finançable VIVEA et/ou CPF) : https://formation.verdeterreprod.fr/pages/filiere-grande-cuture-et-elevage Plus de ressources sur la page Triple Performance dédié à la ferme de Longueil : https://wiki.tripleperformance.fr/wiki/Ferme_de_Longueil,0,nothing
24,27,"Merci pour cette clarté et vos engagements pour nous, On là on vous soutiens 💪 Merci Brian pour ta chaîne source d'inspiration et de connaissances et le tout dans le bon sens 😊",0,nothing
342,353,A l endroit de la haie y a peut etre un puit tellurique qui empeche .....,0,nothing
165,171,"Toi le chevreuil, tu sais ce que consomme en carbone ta vidéo de merde ? 👊🏼",1,nothing
780,800,Tu voulais dire quoi? Une production en quoi? 😅😅😂😂,0,nothing
1138,1163,maintenant ils en vendent en magasin bio!!,0,nothing
1090,1114,"Salut tu devrais arrêter l'association et augmenter la densité, tu vois bien la diff entre ta rangé sur grille et le reste, par contre le cauchemar en manicure, pour info à c'est 15 000 euros mini pour une bonne machine à cylindre, en dessous c'est du gadget, mais ca vaut bien 30 paire de mains donc c'est vite remboursé.",0,nothing
1348,1377,"Il faut prendre en compte l'humidité aussi surtout en Alsace ou je suis on aura pas les même problème que dans le Tarn là où tu es, chez nous c'est très humide avec climat continental c'est a dire très froid l'hiver et humide et très chaud l'été et sec alors la je peux te dire que laine de mouton n'est pas approprié",0,nothing
382,395,Par rapport aux chauffages d'appoint dans la maison d'Arlanc : il peut faire TRÈS froid dans le Puy-de-Dôme en hiver...,0,nothing
799,819,Slt tu as tout ensiler ? Y a t il eu du rendements ?,0,nothing
90,94,Les bombe que ta prix au action c est spéciale metale et pas plastique dans quelque temps avec le soleil la pluie le beau temp tous va s écailler la meilleure solution est enterrer tes cuve ou de les couvrir d un drap opaque ou une bâche,1,P3
720,738,"Salut, c'est Mamiejo ! Le compost de ton composteur, c'est du terreau, pas du compost. Sa dégradation s'est faite ""à froid"". Il contient donc, en théorie, bcp de graines qui ne demandent qu'à germer dans ce substrat très riche, ce n'est pas grave en soi. Pour eviter cela, il suffit de l'enfouir légèrement en le mélangeant avec la terre du jardin. Si on en a bcp, on peut en mettre partout. Si on en a peu, on le cantonne au niveau des racines des plants durant la mise en place. Le compost de plateforme peut alors être utile en complément, directement après la plantation. En effet, comme il est obtenu ""à chaud"", il ne contient plus de graines viables. Il peut donc servir ""d'écran"" aux graines aux adventices contenues dans le terreau ""à froid"". Il allège la terre mais il est mort et s'assèche vite. Il finira par se dégrader quand même assez vite en terreau dès qu'il sera à nouveau colonisé par les champignons et les bacteries, à condition d'être maintenu humide. L'idéal c'est de le recouvrir d'une fine couche de gazon frais demi séché avec du gazon pas encore monté à graine. Il apportera alors l'azote nécessaire au compost de plateforme pour lui éviter la faim d'azote provoquée par la décomposition des morceaux de bois qu'il contient encore. Par dessus, rajouter une couche de paille ou de foin, ou de gazon sec (voire les trois). Ils joueront le rôle de l'edredon en plume. Perméables à l'air, ils protègeront le sol de la battance. Ils joueront le rôle d'éponge à air et à eau. L'idéal, dans l'absolu, c'est d'installer dessous un tuyau microporeux. Là c'est le top ! Tout l'été, la paille et le foin en contact avec le sol humide se dégraderont en bon terreau ""à froid"" (carbone majoritaire) Ce sera le terreau riche directement disponible pour les semis d'automne. Dernière couche à mettre en place au printemps : le broyat fin (brf ou pas). C'est l'isolant extrême, léger, qui protègera le sol de la chaleur la plus intense et de la deshidratation (tant qu'il le pourra). Il ne faut pas non plus lui demander la lune ! Il se décomposera bien moins vite que la paille ou le foin qu'il recouvre. Il lui faudra encore tout l'hiver pour être réduit à 80 % en terreau très riche en carbone à condition de le recouvrir de qqch sinon, il lui faudra bien 2 ans. A part un peu d'urine ou de fiantes de poule ou de pigeon délayées en appoint, le sol n'aura plus besoin de rien à part de l'eau et de la chaleur douce. Les fumiers de toutes sortes, les feuilles, la cendre, les dechets verts directs seront réservés à la couche de protection finale d'automne. C'est elle qui prendra le relais pour protéger le sol du vent glacial, du gel profond et de la neige. Voilà, selon moi, la meilleure alchimie pour avoir un sol vivant ! Mais pour cela, que de travail, que de couches à juxtaposer tout au long de l'année ! On n'a rien sans rien ! Mais quel plaisir ensuite de plonger ses mains dans un sol bien vivant ! Allez, à btôt ! Mamiejo.",0,P6
803,823,Bonjour j'habites a Francheville Je n'ai jamais vue une méthanisation moi aussi je rêve d'être agriculteurs,0,nothing
638,656,Avez-vous déjà utilisé de l'oxalis comme couvert permanent ?,0,P6
1113,1137,Le vivre ensemble. Magnifique valeur que je partage !,0,nothing
262,272,"Merci, c'est toujours un plaisir pour moi de regarder les vidéos.",0,nothing
489,504,C'est un peu facile de tirer un trait sur le fait que vous avez défendu Alexis Ducret qui est un harceleur en ligne.,1,nothing
468,483,"Salut, vidéo très intéressante merci. Nico est un très bon pédagogue. Très bien expliqué merci a tous les 2. Normalement je me lance dans l'aventure CBD,l'année prochaine 🙏😁",0,nothing
1295,1323,bkt et meilleur que mitas et de loin,0,nothing
1108,1132,"Rendre de la porosité au sol par la vie de sol (vers de terre), culture avec de forte racines, intégrer des prairies de 5 ans dans la rotation,.....",0,P6
322,333,"Bonjour, Agriskippy pouraige avoir un mouyen de vous contacter par mail si possible svp",0,nothing
334,345,Super video je suis heureux que ta refais une vidéo fait en plus souvent Combien de ms le maïs,0,nothing
980,1002,"Merci de vous battre pour nous. Commentaire fait pour la consultation nationale. Ce n'est que du bons sens et à l'époque où on vit avec ce déreglement climatique qui chamboule nos vies, nos habitudes, nos récoltes, il serait grand temps de légiférer pour le bien de tous.",0,nothing
35,38,"J'ai habité 10 ans en Provence . Qu'est-ce que je regrette les kakis, quand ils sont ""en confiture"" !",0,nothing
286,297,Allez y les yeux fermés !,0,nothing
301,312,"Dommage pour le coup d'épée dans l'eau, mais si on reporte la progression en occultant la ""chute"", on voit bien que çà aurais du continuer de progresser... et puis on voit quand même pas mal de choses. et puis comme tu dis c'est normal de faire des erreurs... En tout cas la démarche est formidable, les réponses soulèvent de nouvelles questions mais quand on dézoome un peu on comprend les que tout se passe bien avec 1 MO, ce qui conforte la méthode 5cm par an, après çà reste aussi à voir sur le long terme, peut être qu'avec le temps çà se bonifie un peu comme une levure... et comme un apport en surface doit mettre au moins 4-5 ans à se dissoudre dans le sol... Et même qu' on dirait que çà raconte que peut être un peu moins c'est bien aussi, peut être tester aussi à 2.5cm 😅... De mon côté je teste, le 1 MO, à l'échelle de mon jardin sur sol sablolimoneux, sur du sable de grès, où poussent pas mal de rosacées (aubépines, pruneliers, églantiers, vesce, berce, rumex, graminées.) 8m² de fumier frais sous bâche et 8m² sous 5cm de mélange BRF/compost de 2 ans/fumier frais, depuis début septembre, çà à réveillé la population du sol, y a la moitié du volume qui a disparu, et 2/3 sous bâche, le sol s'est aéré et il s'est assombri sur au moins 5 cm de profondeur. y a du turricule partout sur les planches! Tout çà pour dire qu'entre permaculture et MSV, on suit à fond la recherche sur le Vivant. Mille fois merci pour tout ce que vous faites, courage, on va finir par apprendre à savoir cultiver en accompagnant le cercle vertueux de la nature. 🪱🐜🐞🪲🐛🦋🕸🌳🍀🌾🍃🪱",0,P6
800,820,Merci pour le partage 😀👍 Il y a plein de bonnes idées 👍,0,nothing
719,737,Peut ont réaliser la taille en vert sur un arbre qui ne donne pas encore où seulement un fruit( j ai un mirabelle) merci,0,nothing
1357,1386,Salut chez nous le maïs avais bien fécondé mais du jamais vu il a avorté et laisser à l’abandon dès grain quand il était en plein lait !!! 😱😱,0,nothing
402,417,Merci tu est un vrai sage,0,nothing
524,541,"Hello, peut être que tu en as déjà parlé, mais pour qqun ne souhaitant pas l'automie complète, est-ce qu'il y a un intérêt à la cuisinière à bois ? ça a l'air d'un fastidieux qui me décourage un peu",0,nothing
783,803,Merci 😊 Quon ne me parle plus semmis.... tellement de pluie et de peu de luminosité ça me déprime ! J'espère que par chez toi le remps est plus clément Bizz !,0,nothing
975,997,"""15 euros"" ahah ça sent le petit tacle ;) En tout cas un grand merci à toi pour ce travail que tu partages si généreusement.",0,nothing
185,193,je peux vous envoyer une photo si vous voulez,0,nothing
790,810,Es que c'est du compost de déchets verts que l'on achète en station de compostage merci de votre réponse cordialement,0,P6
827,848,"J’ai testé la lady godiva cette année, cultivée pour les graines nues. On verra ce que ça donne, j’attends avec impatience de les ouvrir! Merci encore et toujours pour tes vidéos.",0,nothing
1228,1255,"Il n'y a pas de discuter ➡ quoi qu'on en pense la base c'est l'eau ⛲. Ensuite, le paillage, l'ombrage🕶, c'est la réduction et l'optimisation de la consommation de l'eau. Même moi, le mauvais jardinier😈, je me suis rangé à tes constats 🍆. 😉",0,nothing
245,255,"Pardon mais je suis tombé par terre sur le prix de la serre neuf. Je prévois d'acheter le même mais à prioris 1,8x plus chers. J'adorerais des détails =D",0,nothing
1239,1266,"Bonsoir Stéphane, Vous êtes un peu loin pour moi, J'aimerais tellement venir..😢 Qui c'est,un jour peut-être. A bientôt Nadine",0,nothing
903,925,Hâte de recommencer une nouvelle saison avec vos vidéos 👍,0,nothing
1260,1288,Oui tout à fait moi-même je suis isolé est dans la merde je vis dans mon bus et j'ai de gros problèmes,0,nothing
41,44,Bravo Brian d'avoir réuni Nono et Ecomaison c'était passionnant et merci d'avoir fait remarqué que ce n'était pas forcément plus onéreux d'utiliser des matériaux éco ! je transmets bien sûr cette vidéo à mon fils qui j'espère pourra réaliser son futur projet... Longue vie à vous tous,0,nothing
181,189,Super 👍,0,nothing
911,933,"Encore une très belle émission, merci Brian et merci à Marie ❤",0,nothing
606,624,"Merci pour cette vidéo super intéressante. C'est très bien de répondre à des questions concernant différents domaines et de faire des vidéos sur un thème précis. Pour moi, tout va bien, j'aime beaucoup regarder toutes tes vidéos. Ici, nous avions un survol sur différentes choses, ça m'a beaucoup intéressée et je partage ton analyse finale. Alors, oui, si beaucoup d'entre nous faisons le maximum de bien pour la biodiversité, pour les relations humaines autour de nous, c'est déjà ça. Je suis un peu plus inquiète pour nos plus jeunes qui ont tendance à voir l'avenir moins lumineux car oui, ils sont plus jeunes et arrivent dans le monde adultes avec des discours très anxiogènes. Une chose est sure, le métier de psy ne connaîtra pas de déclin. De mon côté, je leur conseille de sortir des sentiers battus car il y a des tas de moyens de s'instruire dans le domaine qui a du sens pour nous et de s'y réaliser pour faire de notre vie, une belle aventure. A bientôt.",0,nothing
1075,1098,Genial ❤,0,nothing
1065,1087,"Pour montrer l'exemple chez nous avant on faisait 3-4 apports en bonne condition avec 170 unités, maintenant à cause du sec on fait plus que deux apports avec entre 140-160 unités et on fait plus de rendements on a gagné environ 5 qtx, c'est là que je comprends pas tout, c'est comme ça chez nous en tout cas, des voisins faisaient ça avec de bons résultats on a fait pareil, je me vois pas repartir en arrière.",1,P6
929,951,"J'ai 20 ans et la chance d'avoir accès à un terrain cultivable, merci beaucoup pour ta chaleur humaine et tes bons conseils, c'est un total régale de les suivre pour ma deuxième année d'expérimentation :)",0,nothing
480,495,"Bonjour Olivier, merci pour tes vidéos qui sont toujours très intéressantes. Mais pour une fois celle-ci me laisse perplexe. Je ne suis pas expert, et si certains experts me disent que la cendre peut être néfaste au jardin je veux bien le croire mais il faut m'expliquer pourquoi. Et tes arguments ne m'ont pas convaincu. Jj'ai du mal à croire qu'un peu de cendre, même si on en abuse, va changer le PH de 20 cm de terre (ce me semble un minimum pour faire un potager : je ne parle pas de ceux qui en ont 1m sous leurs pieds...) Sinon je vais arroser mon sol (très calcaire) d'un peu de vinaigre pour corriger mon PH... Pour ce qu'il y est de la potasse, il y en a moins dans 1kg de cendre que dans 1kg d'engrais organique. Comme je n'en mets pas dans mon jardin, je vais continuer à étaler ma cendre dans mon potager et mon verger. ... sans forcer la dose. J'espère que tu ne me porteras pas rigueur de cette petite prose. Merci",1,P6
894,916,"Il a raison, n'ayons pas peur des chiffres, ou d'un petit calcul: 1000 tonnes de MO (Ms) par hectare comme ""starter"". Disons qu'on parle, en moyenne, d'un amendement plus ou moins composté (33 %), il s'agit donc approximativement de 3000 (trois milles !) tonnes de Matière Organique MS non-compostées. Si on considère que la production annuelle aérienne (feuilles, tiges, fruits, donc sans racine) d'un hectare de végétation en France est, dans la moyenne (tous les écosystèmes et agrosystèmes confondus), de 10 tonnes de MOMS/an.ha, je peux conclure qu'il faut la production nette de 300 HECTARE pour amender UNE HECTARE ??? Quelqu'un peut m'expliquer?",1,P6
183,191,"Bonjour Maud, encore bravo pour cette belle initiative du jardin pédagogique 👍👍👍👍👍",0,nothing
593,611,"Hyper instructif et intéressant, merci beaucoup pour ce travail pionnier, on sent vraiment qu’on avance ! Ce qui m’a manqué, peut être une suggestion pour 2024 : faire des suivis de rendement en fruits, quantitatif et qualitatifs (taux de nitrates, brix, saveur, état sanitaire, conservation…) Car avoir des lianes qui croissent en longueur et diamètre et font des feuilles en bonne santé, on sent bien que c’est la base pour une production de fruits, mais par exemple : Les ordres de grandeur de réduction de croissance observés sur les modalités avec couverts, comment se traduisent-ils dans la production de tomates, qui reste l’objectif principal de la culture ?",0,nothing
907,929,bonjour olivier je m'inspire beaucoup de vos vidéos pour faire mon potager et même si ça fait 25 ans que je cultive mes legumes on en apprend tous les ans Mes deux plants de chayottes se portent bien j'ai experimenté la culture de haricots grimpants violets dont vous aviez parlé l'année dernière c'est une réussite on se régale et j'ai planté des royal acorn ça a l'air sacrément productif j'espère que la qualité gustative sera au rendez vous Hâte de les gouter cet automne merci encore pour vos partages d'experiences A bentôt,0,nothing
1160,1185,"Merci pour ce partage enrichissant, et bravo pour avoir amélioré aussi efficacement la parcelle!",0,nothing
1298,1326,Merci pour cette excellente vidéo. Que pensez-vous du Nordman ? Nous sommes à env. 800 mètre d’altitude (CH)?,0,nothing
1046,1068,"Les légumes, je sais pas mais le maraîcher est craquant !",0,nothing
792,812,En même temps il faut avec ce qu'il a. Si il a un stock de cuves ibc pourquoi pas,0,P3
481,496,Hello ça serait sympas d avoir la quantité de noisette SVP merci,0,nothing
1343,1372,"Bonjour et Bravo Maud c'est super sympa comme petit jardin ,reste plus qu'à mettre des petits poissons dans la retenue d’eau .😅",0,P3
1024,1046,"Bonjour Damien , toujours sympa tes vidéos ! Ton jardingue en plus de ton expérience ( choix de ton terrain et agencement , design me saoule un peu )montre deux ingrédients clefs à ne pas oublier ,pour accélérer les processus , l'eau ( climat + hydrologie locale ) et la fumure animale . Parce qu'un jardin peu irrigué dans un secteur chaud où la vie du sol est plus délicate à booster ( canicules par exemple ) et travaillé avec juste de la biomasse végétale avancera certes mais on aura du mal à atteindre la luxuriance à aussi cours terme . . Je te souhaite bon courage pour le moment le plus dur de l'année > récoltes+ récoltes + récoltes + bocaux + conserves + jus + séchage +stockage Amicalement Philippe 👍👍",0,P3
459,474,"Ici en bourgogne nous avons toutes les blettes qui ont resistées à 3 nuits à -16 et 2 semaine de suite en gel continue entre -5 et -10 , peu de feuilles ont cramer , elles adores le fumier frais pour passer l'hiver ☺️",0,P6
707,725,"Bonsoir, en premier lieu merci pour cette vidéo très instructive, ensuite, merci aussi pour ce petit accent de chez nous ;) Il y a tout de même une chose qui m'hallucine, ici en Belgique wallonne, on nous impose de placer des citernes d'eau de pluie et des stations de micro épuration pour toute nouvelle construction, et je m'estime heureux quand je vous entends. Quelle est la position de l'Europe par rapport à ce sujet ? Qui du pays ou de l'Europe à le dernier mot au point de vue juridique ? Quoi qu'il en soit bon courage pour la suite, même si je ne peux signer votre pétition vu que j'habite Belgique je suis de tout coeur avec vous.",0,P3
662,680,"Vous parler de sussex blanche herminé est ce vraiment des sujet de cette race ou la version ""industriel"" que tout le monde peut trouver dans n importe quelle jardinerie ?",0,nothing
51,55,Vouloir recréer une forêt primaire à partir de plantes de pépinière.... ça part mal...,1,nothing
1253,1280,"Pauvres pouvoirs publics qui se heurtent aux paysans (petits de préférence)bornés refusant de s'adapter....un peu léger comme conclusion. Quelles actions concrètes sont mises en place pour informer, et aider matériellement à une transition ? Je sens dans ce reportage le début d'une récupération par le système (business carbone)d'une évolution agronomique pleine d'intérêt général.",1,nothing
848,869,"C'est quoi l'histoire? A part celle de votre histoire? La particularité d'une histoire n'en fait pas une généralité. Ce qui me gène c'est que vous posez en dogme votre propre expérience et voulez convaincre que c'est là qu'est la vérité! L'autonomie c'est la capacité à ne pas dépendre d'autrui. L'autarcie c'est tendre volontairement à se suffire à soi même. A l'écoute de votre vidéo, une réflexions m'a interpellée, celle de la place que vous faites à vos enfants. Ils vivent l'autonomie ou l'autarcie? Bonne réflexion à vous.",1,nothing
227,237,bonjour pour le radis semé en novembre quelle variété serait adaptée car pour les jours courts (très courts au coeur de l'hiver) il y en a très peu. Merci,0,nothing
1206,1233,Quel type de sol ? Texture ?,0,P6
1303,1331,"Merci pour tout tes précieux conseils, vidéos explicatives ect ..3 ans que je te suis sur YouTube et j’ai appris beaucoup. J’avais commencé 2 carrés potager il y a deux ans. Cette année, je suis entrain de finaliser mes 5 carrés potager que j’ai fais avec des lames de clôture chez Castorama et du géotextile. J’ai préparé aussi ~10m3 de plates bandes. J’ai hâte de commencer à y mettre les plants ! 🤩 J’ai repris l’abonnement à Terra Potager, bien pratique ! Merci merci ! 😄",0,P6
1334,1363,Génial ! ^^,0,nothing
723,741,J'aurais une question est ce que c'est dur de commencé d'être agriculteur sans avoir d'exploitation familiale et ni d'être dans le métier ? Par dur je sais bien que c'est pas facile mais je voudrait savoir le chemin a emprunté pour y arriver.,0,nothing
1016,1038,Excellente entreprise et très bonne vidéo :),0,nothing
507,523,Il faut préférer la dame blanche à la bourjassotte ? Surtout si pas climat méditerranéen...,0,nothing
540,558,On peu peu être vous envoyer des graines? Pour participer...,0,nothing
1037,1059,🤩,0,nothing
